FileName,TotalCost,NumMigrations,RunningTime,RunningStatus,SubmitTime
CodeCraft-20210404_223754.zip,0,0,0,选手输出格式错误-双节点虚拟机部署信息格式不正确,2021-04-04 21:35:29
CodeCraft-20210404_213529.zip,0,0,0,服务器或虚拟机信息错误-服务器ID不存在,2021-04-04 22:37:54
CodeCraft-20210404_230007.zip,42014946913,0,12.959,已结束,2021-04-04 23:00:07
CodeCraft-20210404_230007.zip,42014946913,0,7.583,已结束,2021-04-04 23:03:36
CodeCraft-20210405_212329.zip,42014946913,0,50.798,已结束,2021-04-05 21:23:29
CodeCraft-20210406_172601.zip,2433493737,0,27.35,已结束,2021-04-06 17:26:01
